Timestamp,Instrument,Direction,Score,Signal,Trend,ADX,ATR_Percentile,Breakout,Strike,Bid,Result,Notes
2026-05-26 14:30:00,AUDJPY,BUY,+7,STRONG BUY,UP,25,62,UP,9,114.11200,,
2026-05-26 14:30:00,EURAUD,SELL,-7,STRONG SELL,DOWN,23,71,DOWN,17,1.62324,,
2026-05-26 15:15:00,AUDUSD,BUY,+8,STRONG BUY,UP,29,62,UP,9,0.71693,,
2026-05-26 15:15:00,CADJPY,BUY,+6,STRONG BUY,UP,40,69,NONE,9,115.25600,,
2026-05-26 15:15:00,USDJPY,BUY,+7,STRONG BUY,UP,24,56,UP,9,159.24800,,
2026-05-26 20:00:00,NZDUSD,SELL,-8,STRONG SELL,DOWN,38,47,DOWN,9,0.58322,,
2026-05-27 02:45:00,USDJPY,BUY,+6,STRONG BUY,UP,32,55,NONE,9,159.22300,,
2026-05-27 08:15:00,USDJPY,BUY,+8,STRONG BUY,UP,29,47,UP,11,159.36100,,
2026-05-27 08:45:00,USDCHF,SELL,-7,STRONG SELL,FLAT,27,43,DOWN,9,0.78481,,
2026-05-27 10:15:01,USDJPY,BUY,+7,STRONG BUY,UP,30,72,NONE,9,159.37100,,
2026-05-27 12:45:00,USDCAD,BUY,+6,STRONG BUY,UP,16,60,UP,14,1.38336,,
2026-05-27 14:45:00,GBPCHF,SELL,-6,STRONG SELL,FLAT,17,75,DOWN,12,1.05523,,
2026-05-27 23:15:00,GBPCHF,SELL,-7,STRONG SELL,FLAT,15,50,DOWN,14,1.05551,,
2026-05-28 00:15:00,EURJPY,BUY,+7,STRONG BUY,UP,32,42,NONE,15,185.48100,,
2026-05-28 00:15:01,NZDUSD,BUY,+7,STRONG BUY,UP,48,41,NONE,12,0.59004,,
2026-05-28 01:30:00,EURUSD,SELL,-7,STRONG SELL,DOWN,12,46,DOWN,16,1.16216,,
2026-05-28 04:00:00,GBPNZD,SELL,-6,STRONG SELL,DOWN,58,41,NONE,33,2.27123,,
2026-05-28 04:45:01,GBPUSD,SELL,-6,STRONG SELL,DOWN,44,55,NONE,14,1.34011,,
2026-05-28 05:15:00,EURUSD,SELL,-7,STRONG SELL,DOWN,13,56,DOWN,16,1.16056,,
2026-05-28 05:45:00,USDCHF,BUY,+10,STRONG BUY,UP,28,52,UP,11,0.78984,,
2026-05-28 08:45:00,EURGBP,SELL,-7,STRONG SELL,FLAT,35,41,DOWN,9,0.86581,,
2026-05-28 09:15:00,EURJPY,BUY,+7,STRONG BUY,FLAT,27,68,UP,20,185.25200,,
2026-05-28 09:30:01,GBPUSD,SELL,-7,STRONG SELL,DOWN,48,71,NONE,17,1.34028,,
2026-05-28 10:15:00,USDCHF,BUY,+7,STRONG BUY,UP,28,63,NONE,13,0.78880,,
2026-05-28 10:30:00,USDCAD,BUY,+7,STRONG BUY,UP,33,77,NONE,12,1.38596,,
2026-05-28 11:45:00,EURCAD,BUY,+7,STRONG BUY,UP,18,42,UP,20,1.60997,,
2026-05-28 12:45:00,USDCHF,BUY,+8,STRONG BUY,UP,27,77,UP,13,0.78985,,
2026-05-28 14:30:00,GBPCHF,SELL,-7,STRONG SELL,UP,16,67,DOWN,13,1.05674,,
2026-05-28 14:30:00,USDCHF,SELL,-7,STRONG SELL,FLAT,27,67,DOWN,13,0.78797,,
2026-05-28 14:45:00,AUDJPY,BUY,+7,STRONG BUY,DOWN,13,42,UP,17,113.60900,,
2026-05-28 14:45:00,AUDUSD,BUY,+7,STRONG BUY,FLAT,29,47,UP,14,0.71292,,
2026-05-28 14:45:00,NZDUSD,BUY,+9,STRONG BUY,UP,24,47,UP,15,0.59050,,
2026-05-28 23:45:00,CADJPY,BUY,+7,STRONG BUY,UP,30,57,NONE,12,115.48000,,
2026-05-28 23:45:00,GBPCHF,SELL,-7,STRONG SELL,DOWN,30,43,NONE,12,1.05303,,
2026-05-29 01:15:00,GBPNZD,SELL,-10,STRONG SELL,DOWN,47,62,DOWN,31,2.26240,,
2026-05-29 01:15:00,NZDUSD,BUY,+10,STRONG BUY,UP,32,48,UP,12,0.59408,,
2026-05-29 02:15:00,CADJPY,BUY,+8,STRONG BUY,UP,27,69,UP,14,115.58200,,
2026-05-29 09:30:00,GBPNZD,SELL,-8,STRONG SELL,DOWN,59,46,DOWN,31,2.25323,,
2026-05-29 10:15:00,EURUSD,SELL,-7,STRONG SELL,FLAT,14,51,DOWN,17,1.16349,,
2026-05-29 11:00:00,GBPUSD,SELL,-8,STRONG SELL,DOWN,22,59,DOWN,18,1.34114,,
2026-05-29 11:15:00,USDCHF,SELL,-7,STRONG SELL,DOWN,37,59,NONE,9,0.78376,,
2026-05-29 12:15:00,GBPAUD,SELL,-8,STRONG SELL,DOWN,30,79,DOWN,25,1.87444,,
2026-05-29 13:30:00,AUDJPY,BUY,+7,STRONG BUY,UP,27,45,UP,12,114.05900,,
2026-05-29 13:45:00,EURAUD,SELL,-6,STRONG SELL,DOWN,22,63,DOWN,27,1.62517,,
2026-05-29 14:00:00,AUDUSD,BUY,+8,STRONG BUY,UP,21,47,UP,13,0.71695,,
2026-05-29 14:00:00,GBPNZD,SELL,-9,STRONG SELL,DOWN,66,58,DOWN,31,2.24767,,
2026-05-29 15:45:00,AUDJPY,BUY,+10,STRONG BUY,UP,28,71,UP,13,114.47100,,
2026-05-29 15:45:00,NZDUSD,BUY,+9,STRONG BUY,UP,47,50,UP,10,0.59869,,
2026-05-29 23:00:01,EURUSD,SELL,-6,STRONG SELL,UP,19,43,DOWN,20,1.16546,,
2026-05-29 23:00:01,GBPCHF,SELL,-7,STRONG SELL,DOWN,39,72,NONE,13,1.05064,,
2026-05-30 01:15:01,EURUSD,SELL,-6,STRONG SELL,UP,18,43,DOWN,17,1.16546,,
2026-05-30 01:15:01,GBPCHF,SELL,-7,STRONG SELL,DOWN,38,72,NONE,11,1.05064,,
2026-05-30 03:15:01,EURUSD,SELL,-6,STRONG SELL,UP,18,43,DOWN,15,1.16546,,
2026-05-30 03:15:01,GBPCHF,SELL,-7,STRONG SELL,DOWN,36,72,NONE,10,1.05064,,
2026-05-30 05:30:01,EURUSD,SELL,-7,STRONG SELL,UP,17,43,DOWN,13,1.16546,,
2026-05-30 05:30:01,GBPCHF,SELL,-7,STRONG SELL,DOWN,35,72,NONE,9,1.05064,,
2026-05-30 07:30:01,EURUSD,SELL,-7,STRONG SELL,UP,17,43,DOWN,11,1.16546,,
2026-05-30 07:30:01,GBPCHF,SELL,-7,STRONG SELL,DOWN,34,72,NONE,9,1.05064,,
2026-05-30 09:30:02,GBPCHF,SELL,-7,STRONG SELL,DOWN,33,72,NONE,9,1.05064,,
2026-05-30 09:45:01,EURUSD,SELL,-7,STRONG SELL,UP,16,43,DOWN,10,1.16546,,
2026-05-30 11:30:02,GBPCHF,SELL,-7,STRONG SELL,DOWN,32,72,NONE,9,1.05064,,
2026-05-30 12:00:01,EURUSD,SELL,-7,STRONG SELL,UP,16,43,DOWN,9,1.16546,,
2026-05-30 13:00:01,EURGBP,SELL,-7,STRONG SELL,DOWN,31,45,NONE,9,0.86617,,
2026-05-30 13:30:02,GBPCHF,SELL,-7,STRONG SELL,DOWN,32,72,NONE,9,1.05064,,
2026-05-30 14:00:01,EURUSD,SELL,-7,STRONG SELL,UP,15,43,DOWN,9,1.16546,,
2026-05-30 15:00:01,EURGBP,SELL,-7,STRONG SELL,DOWN,31,45,NONE,9,0.86617,,
2026-05-30 15:30:03,GBPCHF,SELL,-7,STRONG SELL,DOWN,31,72,NONE,9,1.05064,,
2026-05-30 16:15:02,EURUSD,SELL,-7,STRONG SELL,UP,15,43,DOWN,9,1.16546,,
2026-05-30 17:15:01,EURGBP,SELL,-7,STRONG SELL,DOWN,32,45,NONE,9,0.86617,,
2026-05-30 17:45:01,GBPCHF,SELL,-7,STRONG SELL,DOWN,31,72,NONE,9,1.05064,,
2026-05-30 18:30:01,EURUSD,SELL,-7,STRONG SELL,UP,15,43,DOWN,9,1.16546,,
2026-05-30 19:15:01,EURGBP,SELL,-7,STRONG SELL,DOWN,32,45,NONE,9,0.86617,,
2026-05-30 20:00:01,GBPCHF,SELL,-7,STRONG SELL,DOWN,30,72,NONE,9,1.05064,,
2026-05-30 20:30:01,EURUSD,SELL,-7,STRONG SELL,UP,15,43,DOWN,9,1.16546,,
2026-05-30 21:30:01,EURGBP,SELL,-7,STRONG SELL,DOWN,32,45,NONE,9,0.86617,,
2026-05-30 22:00:02,GBPCHF,SELL,-7,STRONG SELL,DOWN,30,72,NONE,9,1.05064,,
2026-05-30 22:30:01,EURUSD,SELL,-7,STRONG SELL,UP,15,43,DOWN,9,1.16546,,
2026-05-30 23:30:01,EURGBP,SELL,-7,STRONG SELL,DOWN,33,45,NONE,9,0.86617,,
2026-05-31 00:15:01,GBPCHF,SELL,-7,STRONG SELL,DOWN,29,72,NONE,9,1.05064,,
2026-05-31 00:30:02,EURUSD,SELL,-7,STRONG SELL,UP,15,43,DOWN,9,1.16546,,
2026-05-31 01:30:01,EURGBP,SELL,-7,STRONG SELL,DOWN,33,45,NONE,9,0.86617,,
2026-05-31 02:30:01,GBPCHF,SELL,-7,STRONG SELL,DOWN,29,72,NONE,9,1.05064,,
2026-05-31 02:45:01,EURUSD,SELL,-7,STRONG SELL,UP,14,43,DOWN,9,1.16546,,
2026-05-31 03:45:01,EURGBP,SELL,-7,STRONG SELL,DOWN,33,45,NONE,9,0.86617,,
2026-05-31 04:30:03,GBPCHF,SELL,-7,STRONG SELL,DOWN,29,72,NONE,9,1.05064,,
2026-05-31 04:45:01,EURUSD,SELL,-7,STRONG SELL,UP,14,43,DOWN,9,1.16546,,
2026-05-31 06:00:02,EURGBP,SELL,-7,STRONG SELL,DOWN,33,45,NONE,9,0.86617,,
2026-05-31 06:45:01,EURUSD,SELL,-7,STRONG SELL,UP,14,43,DOWN,9,1.16546,,
2026-05-31 06:45:01,GBPCHF,SELL,-7,STRONG SELL,DOWN,29,72,NONE,9,1.05064,,
2026-05-31 08:15:01,EURGBP,SELL,-7,STRONG SELL,DOWN,33,45,NONE,9,0.86617,,
2026-05-31 08:45:01,EURUSD,SELL,-7,STRONG SELL,UP,14,43,DOWN,9,1.16546,,
2026-05-31 08:45:01,GBPCHF,SELL,-7,STRONG SELL,DOWN,28,72,NONE,9,1.05064,,
2026-05-31 10:30:01,EURGBP,SELL,-7,STRONG SELL,DOWN,34,45,NONE,9,0.86617,,
2026-05-31 10:45:01,EURUSD,SELL,-7,STRONG SELL,UP,14,43,DOWN,9,1.16546,,
2026-05-31 10:45:01,GBPCHF,SELL,-7,STRONG SELL,DOWN,28,72,NONE,9,1.05064,,
2026-05-31 12:30:02,EURGBP,SELL,-7,STRONG SELL,DOWN,34,45,NONE,9,0.86617,,
2026-05-31 12:45:01,GBPCHF,SELL,-7,STRONG SELL,DOWN,28,72,NONE,9,1.05064,,
2026-05-31 13:00:01,EURUSD,SELL,-7,STRONG SELL,UP,14,43,DOWN,9,1.16546,,
2026-05-31 14:45:01,EURGBP,SELL,-7,STRONG SELL,DOWN,34,45,NONE,9,0.86617,,
2026-05-31 15:00:01,GBPCHF,SELL,-7,STRONG SELL,DOWN,28,72,NONE,9,1.05064,,
2026-05-31 15:15:01,EURUSD,SELL,-7,STRONG SELL,UP,14,43,DOWN,9,1.16546,,
2026-05-31 17:00:01,EURGBP,SELL,-7,STRONG SELL,DOWN,34,45,NONE,9,0.86617,,
2026-05-31 17:00:01,GBPCHF,SELL,-7,STRONG SELL,DOWN,28,72,NONE,9,1.05064,,
2026-05-31 17:30:02,EURUSD,SELL,-7,STRONG SELL,UP,14,43,DOWN,9,1.16546,,
2026-05-31 19:15:01,EURGBP,SELL,-7,STRONG SELL,DOWN,34,45,NONE,9,0.86617,,
2026-05-31 19:15:01,GBPCHF,SELL,-7,STRONG SELL,DOWN,28,72,NONE,9,1.05064,,
2026-05-31 19:45:01,EURUSD,SELL,-7,STRONG SELL,UP,14,43,DOWN,9,1.16546,,
