Timestamp,Instrument,Direction,Score,Signal,Trend,ADX,ATR_Percentile,Breakout,Strike,Bid,Result,Notes
2026-05-23 19:04:32,EURGBP,SELL,-6,STRONG SELL,DOWN,63,40,,9,0.86333,,
2026-05-23 19:04:32,GBPCHF,SELL,-6,STRONG SELL,FLAT,25,68,DOWN,14,1.05393,,
2026-05-23 19:04:32,USDCAD,BUY,+6,STRONG BUY,UP,43,69,,12,1.38169,,
2026-05-23 23:09:32,EURGBP,SELL,-6,STRONG SELL,DOWN,64,40,,9,0.86333,,
2026-05-23 23:09:32,GBPCHF,SELL,-6,STRONG SELL,FLAT,24,68,DOWN,14,1.05393,,
2026-05-23 23:09:32,USDCAD,BUY,+6,STRONG BUY,UP,44,69,,12,1.38169,,
2026-05-24 03:09:32,EURGBP,SELL,-6,STRONG SELL,DOWN,64,40,,9,0.86333,,
2026-05-24 03:09:32,GBPCHF,SELL,-6,STRONG SELL,FLAT,24,68,DOWN,14,1.05393,,
2026-05-24 03:09:32,USDCAD,BUY,+6,STRONG BUY,UP,45,69,,12,1.38169,,
2026-05-24 07:09:32,EURGBP,SELL,-6,STRONG SELL,DOWN,65,40,,9,0.86333,,
2026-05-24 07:09:32,GBPCHF,SELL,-6,STRONG SELL,FLAT,23,68,DOWN,14,1.05393,,
2026-05-24 07:09:32,USDCAD,BUY,+6,STRONG BUY,UP,46,69,,12,1.38169,,
2026-05-24 11:14:32,EURGBP,SELL,-6,STRONG SELL,DOWN,65,40,,9,0.86333,,
2026-05-24 11:14:32,GBPCHF,SELL,-6,STRONG SELL,FLAT,23,68,DOWN,14,1.05393,,
2026-05-24 11:14:32,USDCAD,BUY,+6,STRONG BUY,UP,47,69,,12,1.38169,,
2026-05-24 20:58:02,GBPCHF,SELL,-7,STRONG SELL,DOWN,22,68,DOWN,14,1.05393,,
2026-05-24 20:58:02,CADJPY,SELL,-6,STRONG SELL,DOWN,52,41,DOWN,10,115.11000,,
2026-05-24 20:58:02,USDCAD,BUY,+6,STRONG BUY,UP,49,68,,12,1.38169,,
2026-05-24 23:53:00,GBPCAD,BUY,+6,STRONG BUY,UP,50,53,,23,1.85732,,
2026-05-25 00:01:08,EURGBP,SELL,-7,STRONG SELL,DOWN,66,68,,9,0.86361,,
2026-05-25 00:01:08,GBPJPY,BUY,+7,STRONG BUY,UP,20,58,UP,36,214.10200,,
2026-05-25 00:01:08,GBPUSD,BUY,+7,STRONG BUY,UP,22,52,UP,28,1.34714,,
2026-05-25 00:01:08,USDCHF,SELL,-7,STRONG SELL,DOWN,15,58,DOWN,18,0.78294,,
2026-05-25 00:33:00,EURJPY,BUY,+6,STRONG BUY,FLAT,25,60,UP,22,184.93500,,
2026-05-25 00:48:00,NZDUSD,BUY,+6,STRONG BUY,FLAT,12,48,UP,18,0.58773,,
2026-05-26 11:38:00,EURJPY,BUY,+6,BUY,UP,29,40,,18,185.31700,,
2026-05-26 16:58:01,AUDJPY,BUY,+6,BUY,UP,28,42,,19,114.18200,,
2026-05-26 17:45:00,CADJPY,BUY,+6,STRONG BUY,FLAT,52,48,UP,9,115.42800,,
2026-05-26 18:43:01,USDCAD,BUY,+6,STRONG BUY,UP,27,51,,13,1.38093,,
2026-05-27 02:48:01,EURAUD,SELL,-6,SELL,DOWN,24,62,,21,1.62119,,
2026-05-27 04:03:01,GBPNZD,SELL,-7,STRONG SELL,FLAT,15,68,DOWN,46,2.29023,,
2026-05-27 04:03:01,NZDUSD,BUY,+7,STRONG BUY,FLAT,19,47,UP,15,0.58705,,
2026-05-27 08:58:01,GBPAUD,BUY,+6,STRONG BUY,UP,34,66,UP,23,1.88206,,
2026-05-27 10:22:15,EURJPY,BUY,+10,STRONG BUY,UP,32,41,UP,13,185.63800,,
2026-05-27 10:23:01,USDJPY,BUY,+7,STRONG BUY,UP,15,40,UP,13,159.42900,,
2026-05-27 14:22:53,EURCAD,BUY,+10,STRONG BUY,UP,28,41,UP,14,1.61170,,
2026-05-27 14:22:53,EURJPY,BUY,+7,STRONG BUY,UP,34,57,,15,185.66600,,
2026-05-27 14:37:53,USDCHF,SELL,-7,STRONG SELL,DOWN,17,48,DOWN,14,0.78457,,
2026-05-27 15:18:01,GBPCAD,BUY,+6,STRONG BUY,UP,38,40,,15,1.85970,,
2026-05-27 15:28:01,USDCAD,BUY,+6,BUY,UP,28,52,,13,1.38354,,
2026-05-27 16:22:54,GBPJPY,BUY,+7,STRONG BUY,UP,29,43,,22,214.41000,,
2026-05-27 16:52:54,USDJPY,BUY,+7,STRONG BUY,UP,16,61,UP,16,159.49200,,
2026-05-27 16:58:01,EURUSD,SELL,-7,STRONG SELL,FLAT,21,62,DOWN,19,1.16259,,
2026-05-27 16:58:01,GBPUSD,SELL,-7,STRONG SELL,FLAT,26,58,DOWN,19,1.34202,,
2026-05-27 16:58:01,CADJPY,SELL,-6,STRONG SELL,DOWN,39,58,DOWN,9,115.15700,,
2026-05-27 18:23:01,CADJPY,BUY,+6,STRONG BUY,FLAT,39,72,UP,10,115.37600,,
2026-05-28 01:53:01,EURUSD,SELL,-6,STRONG SELL,FLAT,21,74,DOWN,20,1.16164,,
2026-05-28 01:53:01,GBPUSD,SELL,-6,STRONG SELL,FLAT,26,76,DOWN,21,1.34146,,
2026-05-28 02:40:48,USDJPY,BUY,+6,BUY,UP,18,44,UP,13,159.58000,,
2026-05-28 02:53:01,GBPNZD,SELL,-7,STRONG SELL,DOWN,28,75,,41,2.27301,,
2026-05-28 05:18:02,USDCAD,BUY,+8,STRONG BUY,UP,34,76,UP,12,1.38556,,
2026-05-28 05:33:01,USDCHF,BUY,+6,STRONG BUY,UP,15,65,UP,15,0.78970,,
2026-05-28 05:53:01,EURUSD,SELL,-7,STRONG SELL,FLAT,21,66,DOWN,19,1.15906,,
2026-05-28 06:00:00,GBPUSD,SELL,-8,STRONG SELL,DOWN,28,50,DOWN,18,1.33682,,
2026-05-28 10:53:02,EURCAD,BUY,+8,STRONG BUY,UP,29,49,UP,16,1.60951,,
2026-05-28 11:58:02,CADJPY,SELL,-6,STRONG SELL,DOWN,38,48,DOWN,9,114.96000,,
2026-05-28 11:58:02,USDCAD,BUY,+6,STRONG BUY,UP,39,73,,12,1.38679,,
2026-05-28 14:33:02,GBPCAD,BUY,+6,BUY,UP,29,47,,20,1.85744,,
2026-05-28 14:53:02,EURCAD,BUY,+10,STRONG BUY,UP,29,80,UP,19,1.61051,,
2026-05-28 14:58:02,EURGBP,BUY,+6,STRONG BUY,UP,37,60,UP,9,0.86709,,
2026-05-28 16:18:02,GBPCHF,SELL,-6,STRONG SELL,FLAT,18,72,DOWN,14,1.05511,,
2026-05-28 23:00:00,GBPNZD,SELL,-8,STRONG SELL,DOWN,38,45,DOWN,30,2.26461,,
2026-05-29 01:03:02,NZDUSD,BUY,+8,STRONG BUY,UP,27,73,UP,16,0.59455,,
2026-05-29 02:03:02,GBPJPY,BUY,+7,STRONG BUY,UP,25,41,UP,22,214.14500,,
2026-05-29 03:13:02,GBPNZD,SELL,-8,STRONG SELL,DOWN,40,72,DOWN,33,2.25808,,
2026-05-29 05:03:02,USDJPY,BUY,+6,BUY,UP,18,75,UP,17,159.33800,,
2026-05-29 09:15:00,GBPNZD,SELL,-8,STRONG SELL,DOWN,42,41,DOWN,29,2.25352,,
2026-05-29 10:38:02,CADJPY,BUY,+6,BUY,UP,30,46,,10,115.42800,,
2026-05-29 11:13:02,NZDUSD,BUY,+8,STRONG BUY,UP,32,40,UP,9,0.59647,,
2026-05-29 11:43:02,EURGBP,BUY,+6,STRONG BUY,UP,36,59,UP,9,0.86756,,
2026-05-29 11:53:02,EURJPY,BUY,+6,STRONG BUY,UP,26,55,,18,185.38500,,
2026-05-29 13:18:02,GBPNZD,SELL,-8,STRONG SELL,DOWN,44,54,DOWN,31,2.24781,,
2026-05-29 13:58:02,AUDUSD,BUY,+7,STRONG BUY,FLAT,18,54,UP,12,0.71691,,
2026-05-29 14:13:02,GBPAUD,SELL,-7,STRONG SELL,DOWN,22,41,DOWN,24,1.87167,,
2026-05-29 14:13:02,EURAUD,SELL,-6,STRONG SELL,FLAT,16,69,DOWN,29,1.62322,,
2026-05-29 14:31:21,EURCAD,BUY,+9,STRONG BUY,UP,24,61,UP,17,1.60913,,
2026-05-29 14:31:21,GBPCAD,BUY,+7,STRONG BUY,FLAT,23,41,UP,18,1.85484,,
2026-05-29 14:33:03,USDCAD,BUY,+10,STRONG BUY,UP,30,44,UP,12,1.38205,,
2026-05-29 14:53:03,AUDJPY,BUY,+8,STRONG BUY,UP,19,46,UP,21,114.29400,,
2026-05-29 14:58:02,USDCHF,SELL,-8,STRONG SELL,DOWN,19,40,DOWN,13,0.78151,,
2026-05-29 15:23:02,GBPJPY,BUY,+6,STRONG BUY,UP,25,54,,23,214.04200,,
2026-05-29 15:28:02,CADJPY,BUY,+7,STRONG BUY,UP,28,61,,11,115.34700,,
2026-05-29 15:38:02,NZDUSD,BUY,+8,STRONG BUY,UP,34,40,UP,9,0.59861,,
2026-05-29 16:46:27,EURJPY,BUY,+7,STRONG BUY,UP,25,68,UP,19,185.60100,,
2026-05-29 16:53:03,GBPUSD,BUY,+7,STRONG BUY,FLAT,26,73,UP,20,1.34634,,
2026-05-29 23:00:01,GBPNZD,SELL,-6,STRONG SELL,DOWN,51,56,,32,2.24613,,
2026-05-30 03:03:03,GBPNZD,SELL,-6,STRONG SELL,DOWN,53,56,,32,2.24613,,
2026-05-30 07:03:03,GBPNZD,SELL,-6,STRONG SELL,DOWN,55,56,,32,2.24613,,
2026-05-30 11:03:03,GBPNZD,SELL,-6,STRONG SELL,DOWN,56,56,,32,2.24613,,
2026-05-30 15:08:03,GBPNZD,SELL,-6,STRONG SELL,DOWN,58,56,,32,2.24613,,
2026-05-30 19:08:03,GBPNZD,SELL,-6,STRONG SELL,DOWN,60,56,,32,2.24613,,
2026-05-30 23:08:03,GBPNZD,SELL,-6,STRONG SELL,DOWN,61,56,,32,2.24613,,
2026-05-31 03:08:04,GBPNZD,SELL,-6,STRONG SELL,DOWN,62,56,,32,2.24613,,
2026-05-31 07:08:04,GBPNZD,SELL,-6,STRONG SELL,DOWN,63,56,,32,2.24613,,
2026-05-31 11:13:04,GBPNZD,SELL,-6,STRONG SELL,DOWN,65,56,,32,2.24613,,
2026-05-31 15:13:04,GBPNZD,SELL,-6,STRONG SELL,DOWN,66,56,,32,2.24613,,
2026-05-31 19:15:01,GBPNZD,SELL,-6,STRONG SELL,DOWN,66,56,,32,2.24613,,
